V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
167,0,0,33,2,1527,37900,36,2092,SC,0,15,MALE,SELF,OWNED,11-11-1993,20,2,2,0,,0,,,37900,,,0,0,0,TIER 4,0
168,0,0,33,0,1337,33800,36,3086,MC,0,14.1,MALE,SELF,OWNED,30-09-1988,25,5,4,1,58600,0,58600,,58600,,26,0,0,0,TIER 4,0
169,0,0,33,0,1545,41900,36,3365,SC,2,10.9,FEMALE,SAL,OWNED,02-07-1980,33,4,2,2,,0,,,46979,,33,0,0,0,TIER 4,0
170,0,0,24,0,2324,43900,24,2004,MC,2,13.5,MALE,SELF,OWNED,13-04-1989,25,1,1,0,,0,,,43900,,,0,0,0,TIER 4,0
171,0,0,24,0,2250,44250,24,2727,SC,1,10.99,MALE,SELF,OWNED,10-10-1972,42,12,7,3,180000,0,,180000,44250,58,36,0,0,0,TIER 4,0
172,0,1,27,1,1520,33800,30,2121,MC,0,13.95,MALE,SELF,OWNED,18-07-1982,32,1,1,0,,0,,,33800,,,0,0,0,TIER 4,0
173,0,0,24,0,1914,35900,24,2008,MC,0,13.97,MALE,SAL,OWNED,01-01-1994,20,1,1,0,,0,,,35900,,,0,0,0,TIER 4,0
174,0,0,24,2,2066,37000,24,3178,MC,0,17,MALE,SELF,OWNED,07-01-1969,45,4,4,0,,0,,,37000,,,0,0,0,TIER 4,0
175,0,0,24,0,1636,30900,24,4248,MC,0,13.5,MALE,SELF,OWNED,15-02-1988,26,1,1,0,,0,,,30900,,,0,0,0,TIER 4,0
176,0,0,32,0,1473,37350,36,3173,MC,0,13.99,MALE,SELF,OWNED,04-07-1989,25,1,1,0,,0,,,37350,,,0,0,0,TIER 4,0
177,0,1,27,1,2044,45900,27,2965,MC,3,8.99,MALE,SELF,OWNED,01-01-1967,47,2,2,0,,0,,,45900,,,0,0,0,TIER 4,0
178,0,0,34,0,1809,44900,36,2769,SC,0,15,FEMALE,SELF,OWNED,11-01-1978,36,1,1,0,,0,,,44900,,,0,0,0,TIER 4,0
179,0,0,24,0,2165,41900,24,2768,SC,0,12,MALE,SAL,RENT,05-01-1987,27,5,1,3,,0,,,41900,,49,0,0,0,TIER 4,0
180,0,0,29,0,2466,67500,36,3664,MC,4,10.5,MALE,SELF,OWENED BY OFFICE,20-11-1990,23,1,1,0,,0,,,67500,,,0,0,0,TIER 4,0
181,0,0,34,0,1868,45900,36,3030,MC,0,15.5,MALE,SELF,OWNED,04-05-1966,48,1,1,0,,0,,,45900,,,0,0,0,TIER 4,0
182,0,2,35,2,2732,70000,36,1256,MC,0,13.5,MALE,SAL,OWNED,03-11-1989,24,8,1,7,167673,0,,536877,70000,49,,32,32,15,TIER 1,0
183,0,0,23,0,2080,39000,24,2768,SC,0,14,FEMALE,SELF,OWNED,01-01-1990,24,1,1,0,,0,,,39000,,,0,0,0,TIER 4,0
184,0,0,34,0,1542,39500,36,3722,MC,0,13.5,MALE,SELF,OWNED,01-01-1984,30,1,1,0,,0,,,39500,,,0,0,0,TIER 4,0
185,0,0,24,0,2283,44900,24,4094,MC,2,11,MALE,SELF,OWNED,01-01-1976,38,1,1,0,,0,,,44900,,,0,0,0,TIER 4,0
186,0,0,32,2,1592,40000,36,2768,MC,0,14.41,MALE,SAL,OWNED,21-04-1990,24,1,1,0,,0,,,40000,,,0,0,0,TIER 4,0
187,0,0,24,0,1465,27618,24,2768,MO,0,13.65,MALE,SELF,OWNED,02-02-1982,32,1,1,0,,0,,,27618,,,0,0,0,TIER 4,0
188,0,0,24,1,1465,27618,24,2768,MO,0,13.65,MALE,SELF,OWNED,01-01-1985,29,2,2,0,135000,0,135000,,27618,,,0,0,0,TIER 4,0
189,0,0,32,0,1363,34900,36,2832,MC,0,13.5,MALE,SELF,OWNED,16-03-1966,48,7,1,5,200000,0,,,34900,166,178,0,0,0,TIER 4,0
190,0,0,32,0,1113,27618,36,2768,MO,0,15,MALE,SELF,OWNED,04-11-1979,34,12,8,3,40000,0,,10000,27618,149,22,3,0,0,TIER 4,0
191,0,1,35,1,2471,62900,36,1256,MC,0,13.8,MALE,SAL,OWNED,01-01-1985,29,14,2,11,126000,0,62900,155141,62900,52,75,5,5,3,TIER 1,0
192,0,0,35,6,2294,58400,36,1256,MC,0,13.8,MALE,SAL,RENT,19-12-1983,30,0,0,0,,0,,,,,,0,0,0,TIER 1,0
193,0,0,34,0,2119,48800,36,1313,MC,0,18.75,MALE,SELF,OWNED,19-05-1960,53,13,7,4,44640,0,,44640,48800,,76,9,6,2,TIER 1,0
194,0,1,33,3,1245,31900,36,1256,MC,0,13.5,MALE,SAL,RENT,08-11-1984,29,12,10,2,,0,,,31900,,37,5,4,2,TIER 1,0
195,0,0,34,0,2259,55500,36,1224,MC,0,15.5,MALE,SAL,OWNED,03-07-1974,39,3,3,0,,0,,,55500,,,1,0,0,TIER 1,0
196,0,0,33,1,1555,39400,36,1010,SC,1,14,MALE,SAL,,29-04-1986,27,2,1,1,,0,,,39400,,36,0,0,0,TIER 1,0
197,0,0,33,1,2031,48400,36,2120,SC,0,17,MALE,SELF,RENT,01-05-1969,44,8,6,2,2100000,0,3600000,306365,48400,176,,15,15,6,TIER 1,0
198,0,0,35,2,2196,55900,36,1563,MC,1,13.8,MALE,SELF,RENT,03-03-1995,19,0,0,0,,0,,,,,,0,0,0,TIER 1,0
199,0,0,31,0,2876,72900,36,2354,MC,2,14,MALE,SAL,RENT,12-05-1984,30,0,0,0,,0,,,,,,0,0,0,TIER 1,0
200,0,2,24,2,2641,46600,24,1279,MC,0,18,MALE,SELF,OWNED,31-07-1965,48,2,2,0,,0,,,46600,,,0,0,0,TIER 1,0
201,1,0,27,1,2220,49500,30,1240,SC,0,13.8,MALE,STUDENT,RENT,01-05-1992,22,0,0,0,,0,,,,,,0,0,0,TIER 1,0
202,0,0,29,1,2799,61900,30,1628,MC,0,14.25,MALE,SAL,RENT,16-10-1984,29,5,2,3,30254,0,,30254,61900,36,,0,0,0,TIER 1,0
203,0,0,30,2,2205,58900,36,3510,MC,2,11.57,MALE,SELF,RENT,19-08-1977,36,1,1,0,,0,,,58900,,,0,0,0,TIER 1,0
204,0,1,24,1,2253,42900,24,3271,MC,0,13,MALE,SAL,OWNED,05-06-1986,28,5,3,2,555561,0,555561,51719,42900,45,,3,1,0,TIER 1,0
205,0,0,33,1,2371,59900,35,2612,MC,1,13.2,MALE,SAL,OWNED,01-01-1973,41,6,5,1,,0,,,59900,,26,0,0,0,TIER 1,0
206,0,0,33,0,1523,39000,36,3872,SC,0,13.5,MALE,SELF,OWNED,30-07-1964,49,4,3,0,1200000,0,1225000,,39000,,,0,0,0,TIER 1,0
207,0,0,33,1,2560,64900,36,1366,MC,0,14,MALE,SAL,OWNED,19-10-1989,24,5,1,4,120000,0,,185467,64900,31,26,1,0,0,TIER 1,0
208,0,0,32,0,1732,43900,36,2354,SC,0,14,FEMALE,SELF,OWNED,12-05-1979,35,19,4,6,434000,0,434000,333797,55000,24,31,0,0,0,TIER 1,0
209,0,0,24,2,1564,28000,24,3308,MO,0,17,MALE,SELF,OWNED,10-07-1990,24,1,1,0,,0,,,28000,,,0,0,0,TIER 1,0
210,0,2,24,2,2340,41900,24,1302,MC,0,17,MALE,SELF,OWNED,23-07-1988,26,1,1,0,,0,,,41900,,,0,0,0,TIER 1,0
211,0,1,27,3,2116,47900,30,1190,SC,0,13,MALE,SELF,OWNED,01-01-1989,25,1,1,0,,0,,,47900,,,0,0,0,TIER 1,0
212,0,0,24,0,2245,44900,24,1010,SC,2,10,MALE,SELF,OWNED,04-01-1966,48,5,4,1,39853,0,35000,39853,44900,,,0,0,0,TIER 1,0
213,0,2,24,2,2255,41000,24,1287,MC,0,16,MALE,SELF,OWNED,03-06-1974,40,2,2,0,,0,,,41000,,,0,0,0,TIER 1,0
214,0,2,25,3,1951,45900,30,1009,SC,2,11,MALE,SELF,RENT,05-05-1959,55,14,4,6,120000,0,50000,,50000,,57,0,0,0,TIER 1,0
215,0,0,30,0,1734,45900,36,1226,MC,2,12,MALE,SELF,OWNED,04-05-1982,32,8,2,6,61590,0,,110745,49700,26,36,0,0,0,TIER 1,0
216,0,0,24,0,2214,43900,24,1185,SC,2,10.5,MALE,SELF,OWNED,17-01-1983,31,11,9,1,46000,0,46000,,43900,,43,2,0,0,TIER 1,0
217,0,1,24,2,3080,58900,24,1246,MC,0,12.75,MALE,SAL,RENT,01-04-1994,20,3,1,2,62172,0,,62172,58900,38,,0,0,0,TIER 1,0
218,0,1,26,2,2907,69900,30,1242,MC,4,9.9,MALE,SAL,OWNED,25-11-1989,24,12,11,1,,0,,,69900,,42,0,0,0,TIER 1,0
219,0,0,32,3,1342,34000,36,1366,MC,0,14,MALE,SELF,OWNED,08-12-1984,29,8,8,0,34700,0,34700,,34000,,,0,0,0,TIER 1,0
220,0,0,32,0,1614,40900,36,1233,MC,0,14,MALE,SAL,OWNED,02-12-1977,36,5,1,4,88043,0,,126434,40900,,38,10,5,2,TIER 1,0
221,0,0,27,3,2181,48900,30,1253,MC,0,13.5,MALE,SELF,OWNED,26-06-1992,22,1,1,0,,0,,,48900,,,0,0,0,TIER 1,0
222,0,0,32,0,1707,42900,36,1565,MC,0,14.41,MALE,SAL,OWNED,19-06-1987,27,12,9,3,,0,,,42900,41,51,3,1,0,TIER 1,0
223,0,1,26,1,2472,55950,30,1450,MC,1,13,MALE,SAL,OWNED,08-05-1992,22,2,1,1,,0,,,55950,,31,0,0,0,TIER 1,0
224,0,0,24,0,1512,28498,24,1240,MO,0,13.65,MALE,SELF,OWNED,07-06-1979,35,2,2,0,,0,,,28498,,,0,0,0,TIER 1,0
225,0,1,33,1,1511,38700,36,1256,SC,0,13.5,FEMALE,SELF,OWNED,01-01-1966,48,1,1,0,,0,,,38700,,,0,0,0,TIER 1,0
226,0,0,25,0,2029,39900,25,1304,MC,1,13,MALE,SELF,,15-07-1975,39,3,3,0,1000000,0,1000000,,39900,,,0,0,0,TIER 1,0
227,0,3,24,3,2377,42560,24,1225,SC,0,17,MALE,SELF,OWNED,01-01-1981,33,4,2,2,50000,0,,50000,42560,183,183,1,0,0,TIER 1,0
228,0,1,24,1,2383,45900,24,1565,SC,0,12.3,MALE,SAL,OWNED,01-03-1971,43,2,2,0,,0,,,45900,,,2,1,0,TIER 1,0
229,0,0,24,1,2669,50900,24,1319,MC,0,12.9,MALE,SAL,RENT,07-05-1990,24,1,1,0,,0,,,50900,,,0,0,0,TIER 1,0
230,0,0,22,0,2443,46900,24,1228,SC,1,12.5,MALE,SELF,RENT,26-02-1985,29,15,5,10,228286,0,228286,48478,46900,50,100,9,3,1,TIER 1,0
231,0,0,24,0,1512,28498,24,3872,MO,0,13.65,MALE,SELF,RENT,24-12-1959,54,5,3,2,,0,,,28498,,43,0,0,0,TIER 1,0
232,0,0,24,0,2090,40000,24,3271,SC,0,12.7,MALE,SELF,OWNED,01-04-1982,32,35,35,0,20000,0,28150,,40000,,,0,0,0,TIER 1,0
233,0,0,24,0,2673,50900,24,3665,MC,0,13,MALE,SELF,OWNED,15-05-1989,25,1,1,0,,0,,,50900,,,0,0,0,TIER 1,0
234,0,0,31,2,2244,57900,36,2612,MC,1,13.17,MALE,SAL,OWNED,23-02-1986,28,1,1,0,,0,,,57900,,,0,0,0,TIER 1,0
235,0,2,33,5,1616,38900,36,1502,MC,1,16.5,MALE,SELF,OWNED,01-01-1992,22,1,1,0,,0,,,38900,,,0,0,0,TIER 4,0
236,0,1,35,1,1616,38900,36,1502,MC,1,16.5,MALE,SELF,OWNED,01-06-1993,20,1,1,0,,0,,,38900,,,0,0,0,TIER 4,0
237,0,1,32,2,1757,45700,36,2313,SC,1,12.8,FEMALE,HOUSEWIFE,OWNED,23-07-1977,36,1,1,0,,0,,,45700,,,0,0,0,TIER 4,0
238,0,0,28,0,2716,60900,30,3510,MC,1,13.5,MALE,SAL,RENT,23-03-1988,26,3,1,2,291,0,,291,60900,,23,6,6,3,TIER 1,0
239,0,4,23,4,2284,40900,24,1269,SC,0,17,MALE,SAL,OWNED,10-10-1977,37,3,3,0,,0,,,40900,,,6,5,3,TIER 1,0
240,0,2,24,2,2369,47458,24,1450,SC,2,9.9,FEMALE,SAL,OWNED,26-05-1987,27,0,0,0,,0,,,,,,0,0,0,TIER 1,0
241,0,3,26,5,2340,48400,30,1224,SC,0,18,FEMALE,SAL,OWNED,14-06-1963,51,2,2,0,500000,0,500000,,48400,,,0,0,0,TIER 1,0
242,0,0,24,0,2579,49900,24,1563,MC,1,12,MALE,SAL,RENT,17-10-1991,23,22,21,1,42500,0,53500,,49900,51,,0,0,0,TIER 1,0
243,0,1,23,1,2620,49900,24,1233,SC,0,13,MALE,SAL,OWNED,01-06-1992,22,1,1,0,49900,0,49900,,49900,,,0,0,0,TIER 1,0
244,0,0,31,0,2352,60900,36,1256,MC,1,13,MALE,SELF,,18-12-1969,44,12,2,10,26654,0,,26654,60900,66,107,2,1,0,TIER 1,0
245,0,0,27,1,2911,65900,30,1303,MC,1,13,MALE,SAL,RENT,17-02-1990,24,9,2,6,,0,,,68900,42,50,2,1,0,TIER 1,0
246,0,0,24,0,2385,42400,24,1313,SC,0,17.5,MALE,SELF,OWNED,12-06-1968,46,5,3,1,,0,,,42400,,53,0,0,0,TIER 1,0
247,0,0,31,0,2657,71900,36,1248,MC,3,11,MALE,SAL,RENT,30-05-1988,26,14,1,12,257000,0,,615240,71900,32,41,23,18,9,TIER 1,0
248,0,0,24,0,1749,34000,24,1619,MC,0,11.7,MALE,SELF,OWNED,15-07-1969,45,1,1,0,,0,,,34000,,,0,0,0,TIER 1,0
249,0,1,24,7,3147,60900,24,1266,MC,1,12,MALE,SAL,RENT,29-11-1990,24,1,1,0,,0,,,60900,,,0,0,0,TIER 1,0
250,0,1,24,1,2673,50900,24,1233,SC,0,13,MALE,SELF,RENT,23-12-1971,42,5,4,0,,0,,,59000,,,6,6,3,TIER 1,0
251,0,0,32,5,1861,48700,36,1224,SC,1,12.5,MALE,SAL,OWNED,01-01-1968,46,7,1,0,151500,0,,,48700,,,25,24,12,TIER 1,0
252,0,0,32,3,1703,43400,36,1010,MC,0,13.75,MALE,SAL,RENT,20-11-1985,29,3,1,2,95000,0,,95000,43400,45,51,0,0,0,TIER 1,0
253,0,0,24,0,2366,48121,24,3510,SC,0,8.99,FEMALE,SAL,RENT,04-02-1978,36,2,2,0,,0,,,48121,,,0,0,0,TIER 1,0
254,0,0,25,1,1974,39800,25,1313,MC,1,11.5,MALE,SELF,OWNED,03-09-1985,29,1,1,0,,0,,,39800,,,0,0,0,TIER 1,0
255,0,4,22,5,2615,47900,24,3718,MC,1,15.5,MALE,SELF,OWNED,01-01-1982,32,0,0,0,,0,,,,,,0,0,0,TIER 4,0
256,0,1,26,2,2360,50700,26,2313,SC,2,9.7,MALE,SAL,OWNED,04-03-1976,38,3,2,1,165000,0,,165000,50700,,32,4,3,2,TIER 4,0
257,0,4,27,4,1801,38900,30,4255,MC,1,15.55,MALE,SELF,OWNED,01-06-1982,32,1,1,0,38900,0,38900,,38900,,,0,0,0,TIER 4,0
258,0,0,35,1,1907,48900,36,2130,MC,0,13.45,MALE,SELF,OWNED,27-07-1980,33,1,1,0,48900,0,48900,,48900,,,0,0,0,TIER 3,0
259,0,0,31,0,1734,44900,36,1393,SC,2,13,MALE,SAL,OWNED,05-06-1981,33,1,1,0,,0,,,44900,,,0,0,0,TIER 4,0
260,0,0,32,0,1502,39400,36,1394,MC,1,12.4,MALE,SAL,RENT,29-04-1983,31,3,2,1,,0,,,39400,,27,0,0,0,TIER 4,0
261,0,1,33,2,1606,37900,36,1497,MC,0,17.5,MALE,SELF,OWNED,23-10-1983,31,1,1,0,,0,,,37900,,,0,0,0,TIER 4,0
262,0,1,31,2,1452,35730,36,1671,MC,2,15.4,MALE,SELF,OWNED,07-01-1985,29,0,0,0,,0,,,,,,0,0,0,TIER 4,0
263,0,0,32,5,1726,44700,36,1393,SC,1,13,MALE,SELF,OWNED,30-07-1977,37,16,14,0,138554,0,196628,,44700,,,6,5,1,TIER 4,0
264,0,0,32,1,1950,45900,36,1422,SC,0,17.63,MALE,SELF,OWNED,09-12-1990,23,1,1,0,,0,,,45900,,,0,0,0,TIER 3,0
265,0,0,33,1,2352,60900,36,1683,MC,0,13,MALE,SAL,OWNED,09-08-1987,26,3,2,1,1065414,0,1065414,100000,60900,29,,0,0,0,TIER 3,0
266,0,3,35,5,1745,44936,36,4024,SC,0,13.25,MALE,SELF,OWNED,08-07-1994,19,1,1,0,,0,,,44936,,,0,0,0,TIER 3,0
267,0,0,32,2,1703,45079,36,3038,MC,0,12,MALE,SELF,OWNED,14-04-1987,27,1,1,0,,0,,,45079,,,0,0,0,TIER 3,0
268,0,0,32,6,2205,56600,36,2130,MC,0,13.4,MALE,SELF,OWNED,23-08-1985,28,1,1,0,,0,,,56600,,,0,0,0,TIER 3,0
269,0,0,32,1,1578,40860,36,3797,MC,0,13,MALE,SELF,OWNED,01-04-1979,35,2,1,1,40000,0,,40000,40860,,36,0,0,0,TIER 3,0
270,0,0,30,1,1615,36900,30,1250,MC,0,12.5,MALE,SELF,OWNED,01-01-1962,52,2,2,0,50900,0,50900,,50900,,,0,0,0,TIER 3,0
271,0,1,32,2,1597,40900,36,1297,SC,0,13.5,MALE,SELF,OWNED,01-01-1971,43,2,1,1,,0,,,40900,182,,0,0,0,TIER 3,0
272,0,1,34,3,1271,32900,36,2930,MC,0,13,MALE,SAL,OWNED,05-01-1979,35,2,2,0,,0,,,32900,,,1,1,0,TIER 3,0
273,0,0,34,0,2236,57900,36,1250,MC,0,13,MALE,SELF,OWNED,06-07-1993,20,1,1,0,,0,,,57900,,,0,0,0,TIER 3,0
274,0,2,32,3,2273,57859,36,3797,MC,0,13.8,MALE,SELF,OWNED,01-06-1986,27,1,1,0,,0,,,57859,,,0,0,0,TIER 3,0
275,0,2,33,2,1325,34300,36,2130,SC,0,13,FEMALE,SELF,RENT,31-03-1979,35,1,1,0,,0,,,34300,,,6,4,0,TIER 3,0
276,0,1,33,3,2254,57859,36,4024,MC,0,13.4,MALE,SELF,OWNED,02-05-1994,19,1,1,0,,0,,,57859,,,0,0,0,TIER 3,0
277,0,0,24,0,1910,35900,24,1278,SC,0,13.82,MALE,SELF,OWNED,09-10-1967,46,1,1,0,,0,,,35900,,,0,0,0,TIER 3,0
278,0,1,34,2,1842,46883,36,4024,MC,0,13.8,MALE,SELF,OWNED,22-07-1958,55,1,1,0,,0,,,46883,,,0,0,0,TIER 3,0
279,0,0,34,5,2299,58900,36,2130,MC,0,13.5,MALE,SELF,OWNED,07-01-1987,27,3,2,1,,0,,,106486,,44,1,1,1,TIER 3,0
280,0,1,34,3,2004,51900,36,1682,MC,0,13,MALE,SAL,OWNED,01-01-1990,24,1,1,0,51900,0,51900,,51900,,,0,0,0,TIER 3,0
281,0,4,34,4,1495,37900,36,1517,MC,0,14,MALE,SAL,OWNED,01-01-1974,40,2,2,0,,0,,,37900,,,0,0,0,TIER 3,0
282,0,2,34,6,1633,42475,36,3038,SC,0,12.8,FEMALE,SELF,OWNED,01-01-1981,33,2,2,0,,0,,,42475,,,0,0,0,TIER 3,0
283,0,0,33,1,1527,39700,36,1683,MC,0,12.8,MALE,SAL,RENT,02-12-1990,23,14,2,12,83000,0,,83000,39700,35,64,0,0,0,TIER 3,0
284,0,0,34,1,1652,42600,36,2130,SC,0,13.2,MALE,SELF,OWNED,01-06-1979,34,1,1,0,,0,,,42600,,,0,0,0,TIER 3,0
285,0,0,32,0,915,23900,36,1250,MO,0,12.6,MALE,SELF,OWNED,01-01-1973,41,3,2,1,699602,0,699602,,23900,,29,0,0,0,TIER 3,0
286,0,2,36,5,1539,39600,36,4024,MC,0,13.3,MALE,SELF,OWNED,06-09-1993,20,1,1,0,,0,,,39600,,,0,0,0,TIER 3,0
287,0,1,24,3,1902,36900,24,1683,MC,0,11.85,MALE,SAL,OWNED,01-01-1990,24,1,1,0,,0,,,36900,,,0,0,0,TIER 3,0
288,0,0,35,0,1890,48623,36,3797,MC,0,13.3,MALE,SAL,OWNED,18-11-1992,21,1,1,0,,0,,,48623,,,0,0,0,TIER 3,0
289,0,0,29,0,1921,43900,30,2930,SC,0,12.5,MALE,SAL,OWNED,15-06-1972,42,8,1,7,240000,0,,416288,43900,35,51,0,0,0,TIER 3,0
290,0,0,22,0,1420,26000,24,1356,MO,0,15.51,MALE,SELF,OWNED,01-01-1964,50,17,8,2,473000,0,,256000,26000,,,0,0,0,TIER 3,0
291,0,0,32,2,1692,43900,36,1250,SC,0,12.9,MALE,SELF,OWNED,21-01-1974,40,4,1,2,,0,,,43900,,64,0,0,0,TIER 3,0
292,0,1,32,4,1300,32900,36,1278,MC,0,14.07,MALE,SELF,OWNED,26-01-1988,26,1,1,0,,0,,,32900,,,1,0,0,TIER 3,0
293,0,2,33,6,1705,43900,36,3799,SC,0,13.25,FEMALE,SELF,OWNED,20-08-1983,30,1,1,0,,0,,,43900,,,0,0,0,TIER 3,0
294,0,0,32,2,2024,52300,36,1683,MC,0,13.1,MALE,SAL,OWNED,01-01-1983,31,2,2,0,,0,,,52300,,,0,0,0,TIER 3,0
295,0,2,26,3,1890,42900,30,4024,MC,1,12.85,MALE,SELF,OWNED,26-04-1977,37,3,2,1,,0,,,43581,33,,0,0,0,TIER 3,0
296,0,0,35,0,1381,36000,36,1250,SC,0,12.7,MALE,SELF,OWNED,27-03-1984,30,8,2,6,250000,0,250000,40000,36000,30,35,0,0,0,TIER 3,0
297,0,0,33,2,2237,57922,36,3038,MC,0,13,MALE,SELF,OWNED,26-05-1994,20,1,1,0,,0,,,57922,,,0,0,0,TIER 3,0
298,0,1,36,4,1694,43673,36,3797,SC,0,13.2,MALE,SELF,OWNED,04-06-1975,38,1,1,0,,0,,,43673,,,0,0,0,TIER 3,0
299,0,0,29,0,2657,60900,30,1250,MC,0,12.35,MALE,SAL,,03-01-1975,39,28,9,18,,0,,,60900,81,86,0,0,0,TIER 3,0
300,0,1,32,2,1421,36900,36,1250,SC,0,12.85,MALE,SELF,RENT,05-12-1978,35,5,1,4,85000,0,36900,85000,36900,42,75,11,8,2,TIER 3,0
301,0,0,33,5,1858,47800,36,3860,SC,0,13.3,FEMALE,SELF,RENT,01-05-1987,27,2,2,0,,0,,,47800,,,0,0,0,TIER 3,0
302,0,0,24,0,1179,23000,24,1682,MO,0,11.5,MALE,SELF,OWNED,10-10-1973,40,1,1,0,,0,,,23000,,,0,0,0,TIER 3,0
303,0,3,28,3,2288,51900,30,1468,MC,0,12.9,MALE,SAL,RENT,19-07-1993,21,1,1,0,51900,0,51900,,51900,,,0,0,0,TIER 3,0
304,0,1,27,1,2050,47285,30,3408,SC,1,12,MALE,SELF,OWNED,23-06-1983,31,1,1,0,,0,,,47285,,,0,0,0,TIER 3,0
305,0,0,27,0,2271,51900,30,1250,MC,0,12.5,MALE,SELF,OWNED,01-01-1993,21,2,1,1,,0,,,51900,,35,7,3,1,TIER 3,0
306,0,0,32,1,1587,41400,36,1683,SC,0,12.65,MALE,SELF,OWNED,22-06-1972,42,1,1,0,,0,,,41400,,,0,0,0,TIER 3,0
307,0,0,33,1,1887,48900,36,1682,SC,0,12.95,MALE,SAL,OWNED,26-12-1976,37,6,1,3,53000,0,48900,53000,48900,31,39,0,0,0,TIER 3,0
308,0,3,34,6,1747,44500,36,1472,MC,0,13.75,MALE,SELF,OWNED,20-01-1977,37,12,9,0,20000,0,,,44500,,,0,0,0,TIER 3,0
309,0,0,24,1,1512,28500,24,1250,MO,0,13.65,MALE,SAL,OWENED BY OFFICE,11-10-1969,44,2,1,0,,0,,,28500,,,1,0,0,TIER 3,0
310,0,0,33,1,2385,61900,36,1472,MC,1,12.9,MALE,SELF,OWNED,14-01-1988,26,1,1,0,,0,,,61900,,,0,0,0,TIER 3,0
311,0,1,24,1,1200,21900,24,1422,MO,0,15.75,MALE,SELF,OWNED,11-04-1984,30,1,1,0,,0,,,21900,,,0,0,0,TIER 3,0
312,0,3,28,4,1974,42900,30,1472,MC,1,15.2,MALE,SELF,OWNED,05-02-1989,25,3,1,0,50000,0,,,42900,,,6,6,3,TIER 3,0
313,0,0,35,1,1600,41300,36,3860,SC,0,13.15,MALE,SELF,OWNED,01-12-1969,44,4,1,2,50000,0,,,41300,129,150,0,0,0,TIER 3,0
314,0,2,27,2,2227,45900,30,1286,MC,0,18.2,MALE,SELF,OWNED,01-01-1976,38,1,1,0,,0,,,45900,,,0,0,0,TIER 3,0
315,0,1,33,1,1633,42000,36,3798,SC,0,13.3,MALE,SELF,OWNED,26-07-1992,22,1,1,0,,0,,,42000,,,0,0,0,TIER 3,0
316,0,3,24,4,2100,38000,24,1903,MC,0,16.3,MALE,SELF,OWNED,08-05-1987,27,4,2,1,70000,0,,70000,38000,,,6,2,0,TIER 3,1
317,0,2,31,4,1833,48200,36,3408,MC,1,12.3,MALE,SELF,OWNED,07-02-1995,19,6,2,3,340000,0,340000,720000,48200,,24,8,5,1,TIER 3,0
318,0,3,24,3,1250,22900,24,1683,MO,0,15.5,MALE,SELF,OWNED,01-01-1992,22,1,1,0,,0,,,22900,,,0,0,0,TIER 3,0
319,0,0,27,0,1512,33900,30,1517,MC,0,13.5,MALE,SAL,RENT,22-07-1967,47,3,2,0,99000,0,,,33900,,,0,0,0,TIER 3,0
320,0,1,33,2,2768,70900,36,1297,MC,1,13.5,MALE,STUDENT,OWNED,01-01-1995,19,1,1,0,70900,0,70900,,70900,,,0,0,0,TIER 3,0
321,0,0,32,1,1743,44936,36,4024,SC,0,13.2,MALE,SELF,OWNED,06-07-1986,28,1,1,0,,0,,,44936,,,0,0,0,TIER 3,0
322,0,0,30,0,1827,47000,36,3860,SC,0,13.3,FEMALE,SELF,OWNED,11-05-1993,21,4,1,2,,0,,,47000,,37,1,0,0,TIER 3,0
323,0,0,24,0,1549,27651,24,1316,MO,0,17.2,MALE,SELF,OWNED,02-01-1975,39,3,3,0,,0,,,36000,,,0,0,0,TIER 3,0
324,0,0,24,0,1380,26000,24,1682,MO,0,13.65,MALE,SAL,OWNED,25-11-1974,39,2,2,0,,0,,,41100,,,0,0,0,TIER 3,0
325,0,0,28,0,1520,35753,30,2461,MC,1,11,MALE,SELF,OWNED,08-08-1984,30,3,2,0,400000,0,,,35753,,,10,6,2,TIER 3,0
326,0,3,24,4,1246,24500,24,1683,MO,0,11,MALE,SELF,OWNED,01-01-1987,27,4,2,0,41000,0,,,41451,,,0,0,0,TIER 3,0
327,0,0,28,1,2210,46190,30,1259,MC,0,17.4,MALE,SAL,OWNED,15-09-1969,44,8,3,5,500000,0,500000,295000,46190,46,88,0,0,0,TIER 3,0
328,0,0,21,0,2227,44900,24,1316,MC,2,9.5,MALE,SELF,OWNED,02-01-1973,41,4,3,0,500000,0,500000,,44900,,,0,0,0,TIER 3,0
329,0,2,27,2,2006,41780,30,2994,SC,0,17.6,MALE,SELF,OWNED,01-01-1963,51,2,1,0,,0,,,41780,,,0,0,0,TIER 3,0
330,0,3,32,5,1734,44900,36,1250,SC,0,13,MALE,SELF,OWNED,10-04-1974,40,2,1,1,44900,0,44900,,44900,,32,0,0,0,TIER 3,0
331,0,1,33,2,1736,44700,36,2130,SC,0,13.25,MALE,SAL,OWNED,28-05-1977,37,2,2,0,,0,,,44700,,,0,0,0,TIER 3,0
332,0,0,27,1,2025,47000,30,1589,SC,1,11.7,MALE,SELF,OWNED,18-11-1972,41,1,1,0,,0,,,47000,,,2,0,0,TIER 3,0
